"train/global_step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.05 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.03 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.01 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.02 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.04 - train/completions/mean_terminated_length__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - _step__MAX","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length__MIN","grpo-SmollM3-3B-GRPO-no-think-v27.00 - train/completions/mean_terminated_length__MAX"
"532","","","","","","","208542","208542","208542","969.005859375","969.005859375","969.005859375","208542","208542","208542","749.1767578125","749.1767578125","749.1767578125","208542","208542","208542","886.16015625","886.16015625","886.16015625","","","","","","","208542","208542","208542","525.259765625","525.259765625","525.259765625"
"533","","","","","","","208934","208934","208934","979.0302734375","979.0302734375","979.0302734375","208934","208934","208934","764.595703125","764.595703125","764.595703125","208934","208934","208934","872.2548828125","872.2548828125","872.2548828125","","","","","","","208934","208934","208934","543.5966796875","543.5966796875","543.5966796875"
"534","","","","","","","209326","209326","209326","1013.291015625","1013.291015625","1013.291015625","209326","209326","209326","773.361328125","773.361328125","773.361328125","209326","209326","209326","903.9404296875","903.9404296875","903.9404296875","","","","","","","209326","209326","209326","538.021484375","538.021484375","538.021484375"
"535","","","","","","","209718","209718","209718","1008.0166015625","1008.0166015625","1008.0166015625","209718","209718","209718","789.76171875","789.76171875","789.76171875","209718","209718","209718","929.541015625","929.541015625","929.541015625","","","","","","","209718","209718","209718","547.91796875","547.91796875","547.91796875"
"536","","","","","","","210110","210110","210110","1007.5283203125","1007.5283203125","1007.5283203125","210110","210110","210110","789.15625","789.15625","789.15625","210110","210110","210110","919.009765625","919.009765625","919.009765625","","","","","","","210110","210110","210110","552.4365234375","552.4365234375","552.4365234375"
"537","","","","","","","210502","210502","210502","1037.3330078125","1037.3330078125","1037.3330078125","210502","210502","210502","808.0390625","808.0390625","808.0390625","210502","210502","210502","950.4375","950.4375","950.4375","","","","","","","210502","210502","210502","564.8271484375","564.8271484375","564.8271484375"
"538","","","","","","","210894","210894","210894","990.53125","990.53125","990.53125","210894","210894","210894","755.6416015625","755.6416015625","755.6416015625","210894","210894","210894","893.1279296875","893.1279296875","893.1279296875","","","","","","","210894","210894","210894","536.4326171875","536.4326171875","536.4326171875"
"539","","","","","","","211286","211286","211286","983.275390625","983.275390625","983.275390625","211286","211286","211286","778.9267578125","778.9267578125","778.9267578125","211286","211286","211286","875.162109375","875.162109375","875.162109375","","","","","","","211286","211286","211286","534.31640625","534.31640625","534.31640625"
"540","","","","","","","211678","211678","211678","1022.462890625","1022.462890625","1022.462890625","211678","211678","211678","779.2578125","779.2578125","779.2578125","211678","211678","211678","899.18359375","899.18359375","899.18359375","","","","","","","211678","211678","211678","547.9521484375","547.9521484375","547.9521484375"
"541","","","","","","","212070","212070","212070","996.595703125","996.595703125","996.595703125","212070","212070","212070","790.0888671875","790.0888671875","790.0888671875","212070","212070","212070","889.103515625","889.103515625","889.103515625","","","","","","","212070","212070","212070","551.212890625","551.212890625","551.212890625"
"542","","","","","","","212462","212462","212462","999.7568359375","999.7568359375","999.7568359375","212462","212462","212462","780.560546875","780.560546875","780.560546875","212462","212462","212462","900.4248046875","900.4248046875","900.4248046875","","","","","","","212462","212462","212462","541.212890625","541.212890625","541.212890625"
"543","","","","","","","212854","212854","212854","1000.8173828125","1000.8173828125","1000.8173828125","212854","212854","212854","785.794921875","785.794921875","785.794921875","212854","212854","212854","907.685546875","907.685546875","907.685546875","","","","","","","212854","212854","212854","560.1591796875","560.1591796875","560.1591796875"
"544","","","","","","","213246","213246","213246","990.2978515625","990.2978515625","990.2978515625","213246","213246","213246","770.0732421875","770.0732421875","770.0732421875","213246","213246","213246","874.85546875","874.85546875","874.85546875","","","","","","","213246","213246","213246","540.9111328125","540.9111328125","540.9111328125"
"545","","","","","","","213638","213638","213638","1013.5791015625","1013.5791015625","1013.5791015625","213638","213638","213638","789.568359375","789.568359375","789.568359375","213638","213638","213638","912.1162109375","912.1162109375","912.1162109375","","","","","","","213638","213638","213638","555.9716796875","555.9716796875","555.9716796875"
"546","","","","","","","214030","214030","214030","931.2880859375","931.2880859375","931.2880859375","214030","214030","214030","717.8681640625","717.8681640625","717.8681640625","214030","214030","214030","834.205078125","834.205078125","834.205078125","","","","","","","214030","214030","214030","517.1484375","517.1484375","517.1484375"
"547","","","","","","","214422","214422","214422","1005.79296875","1005.79296875","1005.79296875","214422","214422","214422","774.4306640625","774.4306640625","774.4306640625","214422","214422","214422","893.830078125","893.830078125","893.830078125","","","","","","","214422","214422","214422","537.3818359375","537.3818359375","537.3818359375"
"548","","","","","","","214814","214814","214814","1082.8095703125","1082.8095703125","1082.8095703125","214814","214814","214814","836.3515625","836.3515625","836.3515625","214814","214814","214814","963.978515625","963.978515625","963.978515625","","","","","","","214814","214814","214814","580.490234375","580.490234375","580.490234375"
"549","","","","","","","215206","215206","215206","993.822265625","993.822265625","993.822265625","215206","215206","215206","750.32421875","750.32421875","750.32421875","215206","215206","215206","871.2041015625","871.2041015625","871.2041015625","","","","","","","215206","215206","215206","527.849609375","527.849609375","527.849609375"
"550","","","","","","","215598","215598","215598","1035.5595703125","1035.5595703125","1035.5595703125","215598","215598","215598","784.115234375","784.115234375","784.115234375","215598","215598","215598","906.5703125","906.5703125","906.5703125","","","","","","","215598","215598","215598","548.1417236328125","548.1417236328125","548.1417236328125"
"551","","","","","","","215990","215990","215990","934.6708984375","934.6708984375","934.6708984375","215990","215990","215990","729.412109375","729.412109375","729.412109375","215990","215990","215990","846.900390625","846.900390625","846.900390625","","","","","","","215990","215990","215990","525.7197265625","525.7197265625","525.7197265625"
"552","","","","","","","216382","216382","216382","1027.8837890625","1027.8837890625","1027.8837890625","216382","216382","216382","780.7392578125","780.7392578125","780.7392578125","216382","216382","216382","945.62109375","945.62109375","945.62109375","","","","","","","216382","216382","216382","579.8681640625","579.8681640625","579.8681640625"
"553","","","","","","","216774","216774","216774","1035.6826171875","1035.6826171875","1035.6826171875","216774","216774","216774","793.6123046875","793.6123046875","793.6123046875","216774","216774","216774","937.712890625","937.712890625","937.712890625","","","","","","","216774","216774","216774","566.3583984375","566.3583984375","566.3583984375"
"554","","","","","","","217166","217166","217166","975.513671875","975.513671875","975.513671875","217166","217166","217166","754.39453125","754.39453125","754.39453125","217166","217166","217166","873.0341796875","873.0341796875","873.0341796875","","","","","","","217166","217166","217166","532.51171875","532.51171875","532.51171875"
"555","","","","","","","217558","217558","217558","982.353515625","982.353515625","982.353515625","217558","217558","217558","751.4150390625","751.4150390625","751.4150390625","217558","217558","217558","907.60546875","907.60546875","907.60546875","","","","","","","217558","217558","217558","537.27734375","537.27734375","537.27734375"
"556","","","","","","","217950","217950","217950","972.48828125","972.48828125","972.48828125","217950","217950","217950","765.4580078125","765.4580078125","765.4580078125","217950","217950","217950","898.0166015625","898.0166015625","898.0166015625","","","","","","","217950","217950","217950","545.185546875","545.185546875","545.185546875"
"557","","","","","","","218342","218342","218342","1017.1611328125","1017.1611328125","1017.1611328125","218342","218342","218342","799.33203125","799.33203125","799.33203125","218342","218342","218342","915.142578125","915.142578125","915.142578125","","","","","","","218342","218342","218342","559.0009765625","559.0009765625","559.0009765625"
"558","","","","","","","218734","218734","218734","1046.32421875","1046.32421875","1046.32421875","218734","218734","218734","805.2353515625","805.2353515625","805.2353515625","218734","218734","218734","967.4169921875","967.4169921875","967.4169921875","","","","","","","218734","218734","218734","576.8974609375","576.8974609375","576.8974609375"
"559","","","","","","","219126","219126","219126","970.4296875","970.4296875","970.4296875","219126","219126","219126","739.8974609375","739.8974609375","739.8974609375","219126","219126","219126","837.8251953125","837.8251953125","837.8251953125","","","","","","","219126","219126","219126","522.1123046875","522.1123046875","522.1123046875"
"560","","","","","","","219518","219518","219518","993.9267578125","993.9267578125","993.9267578125","219518","219518","219518","765.361328125","765.361328125","765.361328125","219518","219518","219518","894.5068359375","894.5068359375","894.5068359375","","","","","","","219518","219518","219518","555.2939453125","555.2939453125","555.2939453125"
"561","","","","","","","219910","219910","219910","995.8662109375","995.8662109375","995.8662109375","219910","219910","219910","758.2978515625","758.2978515625","758.2978515625","219910","219910","219910","916.4736328125","916.4736328125","916.4736328125","","","","","","","219910","219910","219910","560.591796875","560.591796875","560.591796875"
"562","","","","","","","220302","220302","220302","964.7879028320312","964.7879028320312","964.7879028320312","220302","220302","220302","756.1533203125","756.1533203125","756.1533203125","220302","220302","220302","877.4619140625","877.4619140625","877.4619140625","","","","","","","220302","220302","220302","533.62109375","533.62109375","533.62109375"
"563","","","","","","","220694","220694","220694","971.1533203125","971.1533203125","971.1533203125","220694","220694","220694","761.97265625","761.97265625","761.97265625","220694","220694","220694","877.6748046875","877.6748046875","877.6748046875","","","","","","","220694","220694","220694","546.93359375","546.93359375","546.93359375"
"564","","","","","","","221086","221086","221086","974.05859375","974.05859375","974.05859375","221086","221086","221086","758.412109375","758.412109375","758.412109375","221086","221086","221086","864.181640625","864.181640625","864.181640625","","","","","","","221086","221086","221086","541.1015625","541.1015625","541.1015625"
"565","","","","","","","221478","221478","221478","980.486328125","980.486328125","980.486328125","221478","221478","221478","775.82421875","775.82421875","775.82421875","221478","221478","221478","897.9169921875","897.9169921875","897.9169921875","","","","","","","221478","221478","221478","564.7998046875","564.7998046875","564.7998046875"
"566","","","","","","","221870","221870","221870","960.6669921875","960.6669921875","960.6669921875","221870","221870","221870","734.884765625","734.884765625","734.884765625","221870","221870","221870","855.12109375","855.12109375","855.12109375","","","","","","","221870","221870","221870","532.3470458984375","532.3470458984375","532.3470458984375"
"567","","","","","","","222262","222262","222262","1001.8642578125","1001.8642578125","1001.8642578125","222262","222262","222262","758.828125","758.828125","758.828125","222262","222262","222262","887.568359375","887.568359375","887.568359375","","","","","","","222262","222262","222262","563.953125","563.953125","563.953125"
"568","","","","","","","222654","222654","222654","1021.6708984375","1021.6708984375","1021.6708984375","222654","222654","222654","756.9404296875","756.9404296875","756.9404296875","222654","222654","222654","896.6982421875","896.6982421875","896.6982421875","","","","","","","222654","222654","222654","556.744140625","556.744140625","556.744140625"
